State,Hour,Month,Predicted_Severity,Accident_Count,Correct_Preds,Prediction_Accuracy
AL,16,6,2.0,50,33,0.66
AL,16,6,3.0,2,0,0.0
AL,16,6,4.0,1,0,0.0
AL,16,7,2.0,50,31,0.62
AL,16,7,3.0,1,0,0.0
AL,16,7,4.0,1,1,1.0
AL,16,8,1.0,1,0,0.0
AL,16,8,2.0,55,34,0.6181818181818182
AL,16,8,3.0,6,2,0.3333333333333333
AL,16,8,4.0,2,0,0.0
AL,16,9,1.0,1,0,0.0
AL,16,9,2.0,46,25,0.5434782608695652
AL,16,9,3.0,2,1,0.5
AL,16,10,1.0,2,0,0.0
AL,16,10,2.0,50,31,0.62
AL,16,10,3.0,3,1,0.3333333333333333
AL,16,10,4.0,1,1,1.0
AL,16,11,1.0,2,0,0.0
AL,16,11,2.0,50,31,0.62
AL,16,11,3.0,3,1,0.3333333333333333
AL,16,11,4.0,1,1,1.0
AL,16,12,1.0,1,0,0.0
AL,16,12,2.0,53,35,0.660377358490566
AL,16,12,3.0,6,0,0.0
AL,17,1,1.0,4,0,0.0
AL,17,1,2.0,51,24,0.47058823529411764
AL,17,1,3.0,3,0,0.0
AL,17,1,4.0,1,1,1.0
AL,17,2,1.0,2,0,0.0
AL,17,2,2.0,62,40,0.6451612903225806
AL,17,2,3.0,2,0,0.0
AL,17,3,1.0,1,1,1.0
AL,17,3,2.0,69,41,0.5942028985507246
AL,17,3,3.0,2,0,0.0
AL,17,4,1.0,1,0,0.0
AL,17,4,2.0,61,39,0.639344262295082
AL,17,4,3.0,3,0,0.0
AL,17,4,4.0,1,0,0.0
AL,17,5,1.0,1,0,0.0
AL,17,5,2.0,57,45,0.7894736842105263
AL,17,5,3.0,3,0,0.0
AL,17,5,4.0,5,2,0.4
AL,17,6,1.0,4,1,0.25
AL,17,6,2.0,68,42,0.6176470588235294
AL,17,6,3.0,1,1,1.0
AL,17,7,1.0,1,0,0.0
AL,17,7,2.0,47,30,0.6382978723404256
AL,17,7,3.0,1,0,0.0
AL,17,7,4.0,1,0,0.0
AL,17,8,1.0,2,2,1.0
AL,17,8,2.0,51,22,0.43137254901960786
AL,17,8,3.0,3,1,0.3333333333333333
AL,17,9,1.0,2,1,0.5
AL,17,9,2.0,55,33,0.6
AL,17,9,3.0,4,2,0.5
AL,17,9,4.0,5,1,0.2
AL,17,10,2.0,55,36,0.6545454545454545
AL,17,10,3.0,4,3,0.75
AL,17,10,4.0,4,0,0.0
AL,17,11,1.0,1,0,0.0
AL,17,11,2.0,86,58,0.6744186046511628
AL,17,11,3.0,2,1,0.5
AL,17,12,1.0,1,0,0.0
AL,17,12,2.0,84,48,0.5714285714285714
AL,17,12,3.0,2,0,0.0
AL,17,12,4.0,1,0,0.0
AL,18,1,1.0,4,1,0.25
AL,18,1,2.0,42,28,0.6666666666666666
AL,18,1,3.0,3,2,0.6666666666666666
AL,18,1,4.0,1,0,0.0
AL,18,2,1.0,1,0,0.0
AL,18,2,2.0,50,30,0.6
AL,18,2,3.0,2,0,0.0
AL,18,3,1.0,3,0,0.0
AL,18,3,2.0,34,22,0.6470588235294118
AL,18,3,3.0,3,0,0.0
AL,18,4,1.0,1,0,0.0
AL,18,4,2.0,35,17,0.4857142857142857
AL,18,4,3.0,1,1,1.0
AL,18,4,4.0,1,0,0.0
AL,18,5,1.0,3,1,0.3333333333333333
AL,18,5,2.0,35,19,0.5428571428571428
AL,18,6,2.0,43,23,0.5348837209302325
AL,18,6,3.0,1,1,1.0
AL,18,7,1.0,1,0,0.0
AL,18,7,2.0,46,23,0.5
AL,18,7,3.0,2,0,0.0
AL,18,7,4.0,1,0,0.0
AL,18,8,1.0,2,0,0.0
AL,18,8,2.0,50,22,0.44
AL,18,8,3.0,3,0,0.0
AL,18,8,4.0,2,1,0.5
AL,18,9,1.0,2,2,1.0
AL,18,9,2.0,39,24,0.6153846153846154
AL,18,9,3.0,3,1,0.3333333333333333
AL,18,10,1.0,3,0,0.0
AL,18,10,2.0,42,26,0.6190476190476191
AL,18,10,3.0,4,0,0.0
AL,18,11,2.0,57,32,0.5614035087719298
AL,18,11,3.0,1,0,0.0
AL,18,11,4.0,2,0,0.0
AL,18,12,1.0,3,0,0.0
AL,18,12,2.0,49,32,0.6530612244897959
AL,18,12,3.0,11,5,0.45454545454545453
AL,18,12,4.0,1,0,0.0
AL,19,1,1.0,3,1,0.3333333333333333
AL,19,1,2.0,53,32,0.6037735849056604
AL,19,1,3.0,1,0,0.0
AL,19,1,4.0,2,2,1.0
AL,19,2,1.0,3,1,0.3333333333333333
AL,19,2,2.0,35,20,0.5714285714285714
AL,19,2,3.0,1,0,0.0
AL,19,2,4.0,2,0,0.0
AL,19,3,1.0,1,0,0.0
AL,19,3,2.0,41,20,0.4878048780487805
AL,19,3,3.0,1,1,1.0
AL,19,3,4.0,1,0,0.0
AL,19,4,1.0,3,0,0.0
AL,19,4,2.0,47,25,0.5319148936170213
AL,19,4,3.0,1,0,0.0
AL,19,4,4.0,1,0,0.0
AL,19,5,1.0,4,2,0.5
AL,19,5,2.0,29,13,0.4482758620689655
AL,19,6,1.0,1,0,0.0
AL,19,6,2.0,39,19,0.48717948717948717
AL,19,6,3.0,2,0,0.0
AL,19,7,1.0,3,0,0.0
AL,19,7,2.0,30,14,0.4666666666666667
AL,19,7,3.0,4,2,0.5
AL,19,7,4.0,2,0,0.0
AL,19,8,1.0,4,0,0.0
AL,19,8,2.0,24,11,0.4583333333333333
AL,19,8,3.0,4,1,0.25
AL,19,9,1.0,3,2,0.6666666666666666
AL,19,9,2.0,48,23,0.4791666666666667
AL,19,9,3.0,3,3,1.0
AL,19,9,4.0,1,1,1.0
AL,19,10,1.0,1,0,0.0
AL,19,10,2.0,35,19,0.5428571428571428
AL,19,10,3.0,2,1,0.5
AL,19,11,1.0,1,0,0.0
AL,19,11,2.0,48,29,0.6041666666666666
AL,19,11,3.0,4,1,0.25
AL,19,11,4.0,2,0,0.0
AL,19,12,1.0,1,1,1.0
AL,19,12,2.0,46,27,0.5869565217391305
AL,19,12,3.0,3,1,0.3333333333333333
AL,19,12,4.0,1,1,1.0
AL,20,1,1.0,6,2,0.3333333333333333
AL,20,1,2.0,27,15,0.5555555555555556
AL,20,1,3.0,2,1,0.5
AL,20,1,4.0,2,0,0.0
AL,20,2,1.0,5,4,0.8
AL,20,2,2.0,31,13,0.41935483870967744
AL,20,2,3.0,2,1,0.5
AL,20,2,4.0,3,1,0.3333333333333333
AL,20,3,1.0,2,1,0.5
AL,20,3,2.0,33,16,0.48484848484848486
AL,20,3,3.0,2,0,0.0
AL,20,4,1.0,2,0,0.0
AL,20,4,2.0,34,13,0.38235294117647056
AL,20,4,3.0,2,0,0.0
AL,20,4,4.0,3,1,0.3333333333333333
AL,20,5,1.0,1,1,1.0
AL,20,5,2.0,21,10,0.47619047619047616
AL,20,5,3.0,2,0,0.0
AL,20,6,1.0,4,0,0.0
AL,20,6,2.0,29,11,0.3793103448275862
AL,20,6,3.0,1,0,0.0
AL,20,6,4.0,3,3,1.0
AL,20,7,1.0,3,0,0.0
AL,20,7,2.0,34,20,0.5882352941176471
AL,20,7,3.0,1,0,0.0
AL,20,7,4.0,1,0,0.0
AL,20,8,1.0,2,1,0.5
AL,20,8,2.0,33,15,0.45454545454545453
AL,20,9,1.0,6,1,0.16666666666666666
AL,20,9,2.0,35,18,0.5142857142857142
AL,20,9,3.0,5,1,0.2
AL,20,9,4.0,1,0,0.0
AL,20,10,1.0,1,0,0.0
AL,20,10,2.0,39,22,0.5641025641025641
AL,20,10,3.0,2,0,0.0
AL,20,10,4.0,1,1,1.0
AL,20,11,1.0,1,0,0.0
AL,20,11,2.0,27,22,0.8148148148148148
AL,20,11,3.0,6,2,0.3333333333333333
AL,20,11,4.0,1,0,0.0
AL,20,12,1.0,4,1,0.25
AL,20,12,2.0,29,13,0.4482758620689655
AL,20,12,3.0,7,2,0.2857142857142857
AL,21,1,1.0,4,2,0.5
AL,21,1,2.0,20,12,0.6
AL,21,1,3.0,3,2,0.6666666666666666
AL,21,1,4.0,2,0,0.0
AL,21,2,1.0,1,0,0.0
AL,21,2,2.0,13,2,0.15384615384615385
AL,21,2,3.0,3,0,0.0
AL,21,2,4.0,1,0,0.0
AL,21,3,1.0,3,0,0.0
AL,21,3,2.0,25,11,0.44
AL,21,3,3.0,2,1,0.5
AL,21,4,1.0,7,1,0.14285714285714285
AL,21,4,2.0,26,14,0.5384615384615384
AL,21,5,1.0,1,0,0.0
AL,21,5,2.0,17,5,0.29411764705882354
AL,21,6,1.0,6,1,0.16666666666666666
AL,21,6,2.0,25,8,0.32
AL,21,6,3.0,2,0,0.0
AL,21,6,4.0,2,0,0.0
AL,21,7,1.0,4,2,0.5
AL,21,7,2.0,23,9,0.391304347826087
AL,21,8,1.0,5,1,0.2
AL,21,8,2.0,21,4,0.19047619047619047
AL,21,8,4.0,2,2,1.0
AL,21,9,1.0,3,0,0.0
AL,21,9,2.0,27,9,0.3333333333333333
AL,21,9,3.0,1,0,0.0
AL,21,10,1.0,6,3,0.5
AL,21,10,2.0,33,13,0.3939393939393939
AL,21,10,3.0,1,1,1.0
AL,21,10,4.0,2,0,0.0
AL,21,11,2.0,32,18,0.5625
AL,21,11,3.0,1,0,0.0
AL,21,11,4.0,2,0,0.0
AL,21,12,1.0,3,0,0.0
AL,21,12,2.0,29,14,0.4827586206896552
AL,21,12,3.0,4,1,0.25
AL,22,1,1.0,8,4,0.5
AL,22,1,2.0,23,7,0.30434782608695654
AL,22,1,3.0,1,0,0.0
AL,22,1,4.0,1,0,0.0
AL,22,2,1.0,4,0,0.0
AL,22,2,2.0,19,5,0.2631578947368421
AL,22,2,3.0,1,0,0.0
AL,22,2,4.0,2,1,0.5
AL,22,3,1.0,4,0,0.0
AL,22,3,2.0,25,11,0.44
AL,22,3,3.0,1,0,0.0
AL,22,4,1.0,3,0,0.0
AL,22,4,2.0,13,4,0.3076923076923077
AL,22,4,3.0,2,1,0.5
AL,22,4,4.0,2,0,0.0
AL,22,5,1.0,3,1,0.3333333333333333
AL,22,5,2.0,15,5,0.3333333333333333
AL,22,5,4.0,3,0,0.0
AL,22,6,1.0,4,1,0.25
AL,22,6,2.0,19,7,0.3684210526315789
AL,22,6,3.0,1,1,1.0
AL,22,6,4.0,2,0,0.0
AL,22,7,1.0,4,0,0.0
AL,22,7,2.0,32,15,0.46875
AL,22,7,3.0,3,0,0.0
AL,22,8,1.0,4,0,0.0
AL,22,8,2.0,24,8,0.3333333333333333
AL,22,8,3.0,4,1,0.25
AL,22,8,4.0,1,0,0.0
AL,22,9,1.0,1,0,0.0
AL,22,9,2.0,21,11,0.5238095238095238
AL,22,9,3.0,3,0,0.0
AL,22,10,1.0,6,2,0.3333333333333333
AL,22,10,2.0,27,11,0.4074074074074074
AL,22,10,3.0,2,0,0.0
AL,22,10,4.0,2,0,0.0
AL,22,11,2.0,21,9,0.42857142857142855
AL,22,11,3.0,2,1,0.5
AL,22,12,1.0,4,1,0.25
AL,22,12,2.0,24,12,0.5
AL,22,12,3.0,5,1,0.2
AL,22,12,4.0,1,0,0.0
AL,23,1,1.0,2,1,0.5
AL,23,1,2.0,15,9,0.6
AL,23,1,3.0,1,1,1.0
AL,23,1,4.0,2,1,0.5
AL,23,2,1.0,2,1,0.5
AL,23,2,2.0,13,3,0.23076923076923078
AL,23,2,4.0,2,2,1.0
AL,23,3,2.0,15,4,0.26666666666666666
AL,23,3,3.0,1,0,0.0
AL,23,3,4.0,1,1,1.0
AL,23,4,1.0,1,0,0.0
AL,23,4,2.0,12,3,0.25
AL,23,4,3.0,2,0,0.0
AL,23,5,1.0,2,1,0.5
AL,23,5,2.0,15,4,0.26666666666666666
AL,23,5,3.0,2,1,0.5
AL,23,6,1.0,1,0,0.0
AL,23,6,2.0,20,7,0.35
AL,23,6,3.0,3,0,0.0
AL,23,6,4.0,2,1,0.5
AL,23,7,1.0,3,1,0.3333333333333333
AL,23,7,2.0,15,3,0.2
AL,23,7,3.0,2,1,0.5
AL,23,7,4.0,1,1,1.0
AL,23,8,1.0,4,2,0.5
AL,23,8,2.0,15,4,0.26666666666666666
AL,23,8,3.0,2,1,0.5
AL,23,8,4.0,1,0,0.0
AL,23,9,1.0,3,0,0.0
AL,23,9,2.0,17,7,0.4117647058823529
AL,23,9,3.0,2,1,0.5
AL,23,9,4.0,1,1,1.0
AL,23,10,1.0,3,0,0.0
AL,23,10,2.0,22,10,0.45454545454545453
AL,23,10,3.0,1,1,1.0
AL,23,10,4.0,2,1,0.5
AL,23,11,1.0,1,0,0.0
AL,23,11,2.0,21,13,0.6190476190476191
AL,23,11,3.0,3,1,0.3333333333333333
AL,23,12,1.0,8,1,0.125
AL,23,12,2.0,21,9,0.42857142857142855
AL,23,12,3.0,4,1,0.25
AL,23,12,4.0,5,2,0.4
AR,0,1,1.0,1,0,0.0
AR,0,1,2.0,17,6,0.35294117647058826
AR,0,1,3.0,4,2,0.5
AR,0,1,4.0,2,1,0.5
AR,0,2,2.0,23,10,0.43478260869565216
AR,0,2,3.0,1,1,1.0
AR,0,2,4.0,1,0,0.0
AR,0,3,1.0,2,0,0.0
AR,0,3,2.0,14,3,0.21428571428571427
AR,0,3,4.0,1,1,1.0
AR,0,4,1.0,4,2,0.5
AR,0,4,2.0,18,6,0.3333333333333333
AR,0,4,3.0,3,1,0.3333333333333333
AR,0,4,4.0,1,0,0.0
AR,0,5,2.0,21,3,0.14285714285714285
AR,0,5,3.0,2,0,0.0
AR,0,5,4.0,1,0,0.0
AR,0,6,1.0,1,1,1.0
AR,0,6,2.0,17,3,0.17647058823529413
AR,0,6,3.0,3,2,0.6666666666666666
AR,0,6,4.0,2,0,0.0
AR,0,7,1.0,1,0,0.0
AR,0,7,2.0,22,7,0.3181818181818182
AR,0,7,3.0,3,0,0.0
AR,0,7,4.0,1,1,1.0
AR,0,8,1.0,1,0,0.0
AR,0,8,2.0,17,4,0.23529411764705882
AR,0,8,3.0,2,0,0.0
AR,0,9,1.0,3,2,0.6666666666666666
AR,0,9,2.0,18,8,0.4444444444444444
AR,0,9,3.0,3,0,0.0
AR,0,10,1.0,2,1,0.5
AR,0,10,2.0,23,8,0.34782608695652173
AR,0,10,3.0,4,1,0.25
AR,0,10,4.0,1,1,1.0
AR,0,11,1.0,1,0,0.0
AR,0,11,2.0,12,3,0.25
AR,0,11,3.0,1,0,0.0
AR,0,11,4.0,1,0,0.0
AR,0,12,2.0,23,9,0.391304347826087
AR,0,12,3.0,1,1,1.0
AR,1,1,1.0,3,0,0.0
AR,1,1,2.0,19,7,0.3684210526315789
AR,1,1,3.0,1,0,0.0
AR,1,2,1.0,2,2,1.0
AR,1,2,2.0,33,8,0.24242424242424243
AR,1,2,3.0,4,1,0.25
AR,1,2,4.0,4,4,1.0
AR,1,3,2.0,16,5,0.3125
AR,1,3,3.0,1,0,0.0
AR,1,3,4.0,1,0,0.0
AR,1,4,1.0,2,1,0.5
AR,1,4,2.0,10,4,0.4
AR,1,4,3.0,2,0,0.0
AR,1,5,1.0,1,0,0.0
AR,1,5,2.0,22,8,0.36363636363636365
AR,1,5,3.0,1,0,0.0
AR,1,5,4.0,2,1,0.5
AR,1,6,1.0,1,1,1.0
AR,1,6,2.0,19,1,0.05263157894736842
AR,1,6,3.0,2,0,0.0
AR,1,7,2.0,19,7,0.3684210526315789
AR,1,7,3.0,5,1,0.2
AR,1,7,4.0,1,0,0.0
AR,1,8,1.0,1,0,0.0
AR,1,8,2.0,18,4,0.2222222222222222
AR,1,8,3.0,4,1,0.25
AR,1,8,4.0,2,0,0.0
AR,1,9,1.0,1,0,0.0
AR,1,9,2.0,19,2,0.10526315789473684
AR,1,9,3.0,4,0,0.0
AR,1,9,4.0,3,1,0.3333333333333333
AR,1,10,2.0,14,4,0.2857142857142857
AR,1,10,3.0,4,2,0.5
AR,1,10,4.0,3,0,0.0
AR,1,11,1.0,1,0,0.0
AR,1,11,2.0,20,7,0.35
AR,1,11,3.0,1,0,0.0
AR,1,11,4.0,2,1,0.5
AR,1,12,2.0,11,4,0.36363636363636365
AR,1,12,3.0,3,0,0.0
AR,1,12,4.0,1,0,0.0
AR,2,1,1.0,2,0,0.0
AR,2,1,2.0,23,12,0.5217391304347826
AR,2,1,3.0,1,1,1.0
AR,2,1,4.0,3,0,0.0
AR,2,2,1.0,1,0,0.0
AR,2,2,2.0,19,6,0.3157894736842105
AR,2,2,3.0,3,2,0.6666666666666666
AR,2,3,1.0,2,1,0.5
AR,2,3,2.0,11,5,0.45454545454545453
AR,2,3,3.0,4,1,0.25
AR,2,3,4.0,2,1,0.5
AR,2,4,1.0,2,0,0.0
AR,2,4,2.0,13,2,0.15384615384615385
AR,2,4,3.0,3,0,0.0
AR,2,5,1.0,2,0,0.0
AR,2,5,2.0,13,3,0.23076923076923078
AR,2,5,3.0,2,2,1.0
AR,2,6,1.0,2,0,0.0
AR,2,6,2.0,17,5,0.29411764705882354
AR,2,6,3.0,2,1,0.5
AR,2,7,1.0,1,0,0.0
AR,2,7,2.0,19,4,0.21052631578947367
AR,2,7,3.0,1,0,0.0
AR,2,8,1.0,2,0,0.0
AR,2,8,2.0,21,8,0.38095238095238093
AR,2,8,3.0,1,1,1.0
AR,2,9,1.0,6,1,0.16666666666666666
AR,2,9,2.0,21,6,0.2857142857142857
AR,2,9,3.0,4,0,0.0
AR,2,10,1.0,2,0,0.0
AR,2,10,2.0,15,4,0.26666666666666666
AR,2,10,4.0,2,1,0.5
AR,2,11,1.0,1,0,0.0
AR,2,11,2.0,18,7,0.3888888888888889
AR,2,11,3.0,1,1,1.0
AR,2,11,4.0,2,1,0.5
AR,2,12,1.0,1,0,0.0
AR,2,12,2.0,17,4,0.23529411764705882
AR,2,12,3.0,2,1,0.5
AR,3,1,1.0,4,0,0.0
AR,3,1,2.0,19,10,0.5263157894736842
AR,3,1,3.0,3,1,0.3333333333333333
AR,3,2,1.0,1,0,0.0
AR,3,2,2.0,18,5,0.2777777777777778
AR,3,2,3.0,2,1,0.5
AR,3,3,1.0,3,2,0.6666666666666666
AR,3,3,2.0,23,10,0.43478260869565216
AR,3,3,3.0,3,1,0.3333333333333333
AR,3,3,4.0,2,1,0.5
AR,3,4,1.0,1,0,0.0
AR,3,4,2.0,20,1,0.05
AR,3,4,3.0,2,0,0.0
AR,3,4,4.0,1,1,1.0
AR,3,5,2.0,13,3,0.23076923076923078
AR,3,5,3.0,5,2,0.4
AR,3,5,4.0,1,0,0.0
AR,3,6,1.0,1,0,0.0
AR,3,6,2.0,17,2,0.11764705882352941
AR,3,6,3.0,1,0,0.0
AR,3,6,4.0,1,0,0.0
AR,3,7,1.0,1,0,0.0
AR,3,7,2.0,15,3,0.2
AR,3,7,3.0,1,0,0.0
AR,3,8,1.0,4,0,0.0
AR,3,8,2.0,14,3,0.21428571428571427
AR,3,8,3.0,2,1,0.5
AR,3,8,4.0,1,0,0.0
AR,3,9,1.0,2,0,0.0
AR,3,9,2.0,15,9,0.6
AR,3,9,3.0,2,1,0.5
AR,3,10,1.0,2,1,0.5
AR,3,10,2.0,16,3,0.1875
AR,3,10,3.0,4,0,0.0
AR,3,10,4.0,4,2,0.5
AR,3,11,1.0,2,0,0.0
AR,3,11,2.0,26,8,0.3076923076923077
AR,3,11,3.0,4,1,0.25
AR,3,11,4.0,2,0,0.0
AR,3,12,1.0,1,0,0.0
AR,3,12,2.0,13,4,0.3076923076923077
AR,3,12,3.0,4,0,0.0
AR,3,12,4.0,1,0,0.0
AR,4,1,1.0,2,0,0.0
AR,4,1,2.0,18,7,0.3888888888888889
AR,4,1,3.0,1,0,0.0
AR,4,2,1.0,3,0,0.0
AR,4,2,2.0,20,5,0.25
AR,4,2,3.0,2,1,0.5
AR,4,3,2.0,21,7,0.3333333333333333
AR,4,3,3.0,3,1,0.3333333333333333
AR,4,4,1.0,1,0,0.0
AR,4,4,2.0,14,7,0.5
AR,4,4,3.0,3,0,0.0
AR,4,5,1.0,2,0,0.0
AR,4,5,2.0,13,2,0.15384615384615385
AR,4,5,3.0,2,1,0.5
AR,4,5,4.0,1,0,0.0
AR,4,6,1.0,3,1,0.3333333333333333
AR,4,6,2.0,10,2,0.2
AR,4,6,3.0,1,0,0.0
AR,4,7,1.0,2,1,0.5
AR,4,7,2.0,12,5,0.4166666666666667
AR,4,7,3.0,2,0,0.0
AR,4,8,2.0,12,3,0.25
AR,4,8,3.0,5,1,0.2
AR,4,8,4.0,2,0,0.0
AR,4,9,1.0,1,0,0.0
AR,4,9,2.0,20,6,0.3
AR,4,9,3.0,3,2,0.6666666666666666
AR,4,10,1.0,1,0,0.0
AR,4,10,2.0,14,3,0.21428571428571427
AR,4,10,3.0,4,0,0.0
AR,4,11,1.0,2,1,0.5
AR,4,11,2.0,17,8,0.47058823529411764
AR,4,11,3.0,3,1,0.3333333333333333
AR,4,11,4.0,3,1,0.3333333333333333
AR,4,12,1.0,2,0,0.0
AR,4,12,2.0,19,9,0.47368421052631576
AR,4,12,3.0,1,0,0.0
AR,4,12,4.0,2,1,0.5
AR,5,1,1.0,1,0,0.0
AR,5,1,2.0,14,3,0.21428571428571427
AR,5,1,3.0,1,0,0.0
AR,5,2,1.0,1,0,0.0
AR,5,2,2.0,13,6,0.46153846153846156
AR,5,2,3.0,1,1,1.0
AR,5,2,4.0,4,1,0.25
AR,5,3,1.0,2,1,0.5
AR,5,3,2.0,10,2,0.2
AR,5,3,3.0,4,2,0.5
AR,5,3,4.0,1,0,0.0
AR,5,4,1.0,1,1,1.0
AR,5,4,2.0,16,6,0.375
AR,5,4,3.0,3,1,0.3333333333333333
AR,5,4,4.0,1,0,0.0
AR,5,5,2.0,21,9,0.42857142857142855
AR,5,5,3.0,1,0,0.0
AR,5,6,2.0,23,6,0.2608695652173913
AR,5,6,3.0,4,1,0.25
AR,5,6,4.0,1,0,0.0
AR,5,7,1.0,1,0,0.0
AR,5,7,2.0,20,3,0.15
AR,5,7,3.0,2,0,0.0
AR,5,7,4.0,1,1,1.0
AR,5,8,1.0,5,1,0.2
AR,5,8,2.0,17,3,0.17647058823529413
AR,5,8,3.0,4,1,0.25
AR,5,9,2.0,17,2,0.11764705882352941
AR,5,9,3.0,2,1,0.5
AR,5,9,4.0,3,0,0.0
AR,5,10,1.0,2,1,0.5
AR,5,10,2.0,21,8,0.38095238095238093
AR,5,10,3.0,3,1,0.3333333333333333
AR,5,10,4.0,1,1,1.0
AR,5,11,1.0,3,0,0.0
AR,5,11,2.0,24,6,0.25
AR,5,11,3.0,4,2,0.5
AR,5,11,4.0,1,0,0.0
AR,5,12,1.0,5,1,0.2
AR,5,12,2.0,13,4,0.3076923076923077
AR,5,12,3.0,3,1,0.3333333333333333
AR,5,12,4.0,1,0,0.0
AR,6,1,1.0,2,1,0.5
AR,6,1,2.0,23,8,0.34782608695652173
AR,6,1,3.0,1,0,0.0
AR,6,1,4.0,1,0,0.0
AR,6,2,1.0,1,0,0.0
AR,6,2,2.0,19,9,0.47368421052631576
AR,6,2,3.0,3,1,0.3333333333333333
AR,6,3,1.0,1,0,0.0
AR,6,3,2.0,21,7,0.3333333333333333
AR,6,3,3.0,3,1,0.3333333333333333
AR,6,3,4.0,1,0,0.0
AR,6,4,1.0,2,1,0.5
AR,6,4,2.0,24,9,0.375
AR,6,4,3.0,2,1,0.5
AR,6,5,1.0,3,0,0.0
AR,6,5,2.0,15,4,0.26666666666666666
AR,6,5,3.0,2,2,1.0
AR,6,6,1.0,2,1,0.5
AR,6,6,2.0,22,10,0.45454545454545453
AR,6,6,3.0,1,0,0.0
AR,6,7,1.0,2,0,0.0
AR,6,7,2.0,13,2,0.15384615384615385
AR,6,7,3.0,2,1,0.5
AR,6,8,1.0,2,2,1.0
AR,6,8,2.0,19,10,0.5263157894736842
AR,6,8,3.0,1,0,0.0
AR,6,8,4.0,1,0,0.0
AR,6,9,1.0,4,0,0.0
AR,6,9,2.0,20,8,0.4
AR,6,9,3.0,4,0,0.0
AR,6,9,4.0,1,0,0.0
AR,6,10,2.0,15,6,0.4
AR,6,10,3.0,2,1,0.5
AR,6,10,4.0,2,1,0.5
AR,6,11,1.0,1,0,0.0
AR,6,11,2.0,15,7,0.4666666666666667
AR,6,11,3.0,3,0,0.0
AR,6,11,4.0,3,0,0.0
AR,6,12,1.0,2,0,0.0
AR,6,12,2.0,25,8,0.32
AR,6,12,3.0,5,0,0.0
AR,7,1,1.0,1,1,1.0
AR,7,1,2.0,36,17,0.4722222222222222
AR,7,1,4.0,1,0,0.0
AR,7,2,2.0,38,17,0.4473684210526316
AR,7,2,4.0,2,0,0.0
AR,7,3,1.0,2,1,0.5
AR,7,3,2.0,30,12,0.4
AR,7,3,3.0,2,0,0.0
AR,7,3,4.0,2,0,0.0
AR,7,4,1.0,2,0,0.0
AR,7,4,2.0,21,9,0.42857142857142855
AR,7,4,3.0,4,3,0.75
AR,7,5,1.0,1,1,1.0
AR,7,5,2.0,23,8,0.34782608695652173
AR,7,5,3.0,3,1,0.3333333333333333
AR,7,5,4.0,1,0,0.0
AR,7,6,1.0,2,0,0.0
AR,7,6,2.0,26,11,0.4230769230769231
AR,7,6,3.0,2,1,0.5
AR,7,6,4.0,1,0,0.0
AR,7,7,1.0,2,1,0.5
AR,7,7,2.0,19,9,0.47368421052631576
AR,7,7,3.0,1,0,0.0
AR,7,7,4.0,1,0,0.0
AR,7,8,1.0,3,1,0.3333333333333333
AR,7,8,2.0,17,7,0.4117647058823529
AR,7,8,3.0,3,1,0.3333333333333333
AR,7,9,1.0,1,0,0.0
AR,7,9,2.0,19,7,0.3684210526315789
AR,7,9,3.0,1,0,0.0
AR,7,9,4.0,1,1,1.0
AR,7,10,2.0,17,3,0.17647058823529413
AR,7,10,3.0,2,1,0.5
AR,7,11,2.0,32,14,0.4375
AR,7,11,3.0,6,1,0.16666666666666666
AR,7,11,4.0,4,2,0.5
AR,7,12,1.0,3,0,0.0
AR,7,12,2.0,18,10,0.5555555555555556
AR,7,12,3.0,6,0,0.0
AR,7,12,4.0,6,3,0.5
AR,8,1,1.0,3,0,0.0
AR,8,1,2.0,25,14,0.56
AR,8,1,3.0,4,1,0.25
AR,8,2,1.0,2,0,0.0
AR,8,2,2.0,20,8,0.4
AR,8,2,3.0,1,0,0.0
AR,8,3,1.0,4,0,0.0
AR,8,3,2.0,24,13,0.5416666666666666
AR,8,3,3.0,2,0,0.0
AR,8,4,2.0,21,9,0.42857142857142855
AR,8,4,3.0,4,2,0.5
AR,8,5,2.0,27,13,0.48148148148148145
AR,8,5,3.0,2,0,0.0
AR,8,5,4.0,1,0,0.0
AR,8,6,1.0,3,1,0.3333333333333333
AR,8,6,2.0,17,12,0.7058823529411765
AR,8,6,3.0,2,1,0.5
AR,8,7,1.0,1,1,1.0
AR,8,7,2.0,12,6,0.5
AR,8,7,3.0,3,0,0.0
AR,8,8,1.0,1,0,0.0
AR,8,8,2.0,25,7,0.28
AR,8,8,3.0,3,2,0.6666666666666666
AR,8,8,4.0,1,0,0.0
AR,8,9,1.0,1,0,0.0
AR,8,9,2.0,23,13,0.5652173913043478
AR,8,9,3.0,3,1,0.3333333333333333
AR,8,9,4.0,1,0,0.0
AR,8,10,1.0,1,0,0.0
AR,8,10,2.0,21,14,0.6666666666666666
AR,8,10,3.0,3,1,0.3333333333333333
AR,8,10,4.0,1,1,1.0
AR,8,11,1.0,1,0,0.0
AR,8,11,2.0,23,11,0.4782608695652174
AR,8,11,3.0,4,0,0.0
AR,8,12,1.0,6,3,0.5
AR,8,12,2.0,21,8,0.38095238095238093
AR,8,12,3.0,6,0,0.0
AR,8,12,4.0,2,0,0.0
AR,9,1,2.0,16,8,0.5
AR,9,1,3.0,3,2,0.6666666666666666
AR,9,1,4.0,1,1,1.0
